dataset,result_family,protocol,method,task,n_train_subjects,n_test_subjects,n_train_slices,n_test_slices,accuracy,macro_auc,macro_f1,macro_f1_std,source_file,fairness_note
Private,existing_train_test_MIL,multi_task_mil,T1_ONLY,cn_vs_ad,130,21,6500,1600,0.9523809523809523,0.8088235294117647,0.9142857142857143,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_GT,cn_vs_ad,130,21,6500,1600,0.9047619047619048,0.9117647058823528,0.8055555555555556,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Pix2Pix,cn_vs_ad,130,21,6500,1600,0.9047619047619048,0.8823529411764706,0.8455882352941176,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,UNet,cn_vs_ad,130,21,6500,1600,0.8571428571428571,0.8529411764705883,0.7428571428571429,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,Pix2Pix,cn_vs_ad,130,21,6500,1600,0.8571428571428571,0.8529411764705882,0.7428571428571429,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_CycleGAN,cn_vs_ad,130,21,6500,1600,0.8571428571428571,0.7941176470588235,0.7878787878787878,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,CycleGAN,cn_vs_ad,130,21,6500,1600,0.8571428571428571,0.7794117647058824,0.7878787878787878,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,FA_GT,cn_vs_ad,130,21,6500,1600,0.8571428571428571,0.5588235294117647,0.7428571428571429,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,FidelityFlow,cn_vs_ad,130,21,6500,1600,0.8095238095238095,0.7205882352941176,0.6911764705882353,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,Stage1,cn_vs_ad,130,21,6500,1600,0.7619047619047619,0.7941176470588236,0.6464646464646464,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Ours,cn_vs_ad,130,21,6500,1600,0.7619047619047619,0.7794117647058822,0.6464646464646464,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Stage1,cn_vs_ad,130,21,6500,1600,0.7142857142857143,0.6617647058823528,0.60625,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,UNet,cn_vs_ad,81,21,4050,1050,0.8571428571428571,0.7647058823529411,0.7878787878787878,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,FidelityFlow,cn_vs_ad,81,21,4050,1050,0.7619047619047619,0.7941176470588235,0.6464646464646464,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,Stage1,cn_vs_ad,81,21,4050,1050,0.7619047619047619,0.7941176470588235,0.6464646464646464,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,CycleGAN,cn_vs_ad,81,21,4050,1050,0.7619047619047619,0.5588235294117647,0.6464646464646464,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,FA_GT,cn_vs_ad,81,21,4050,1050,0.7142857142857143,0.7794117647058824,0.60625,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,Pix2Pix,cn_vs_ad,81,21,4050,1050,0.6666666666666666,0.6911764705882353,0.6100795755968169,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_ONLY,cn_vs_ad,81,21,4050,1050,0.6666666666666666,0.5735294117647058,0.5689149560117301,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Ours,cn_vs_ad,81,21,4050,1050,0.6666666666666666,0.5441176470588236,0.5689149560117301,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Stage1,cn_vs_ad,81,21,4050,1050,0.6666666666666666,0.5441176470588236,0.5689149560117301,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_UNet,cn_vs_ad,81,21,4050,1050,0.6190476190476191,0.661764705882353,0.5333333333333333,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Pix2Pix,cn_vs_ad,81,21,4050,1050,0.6190476190476191,0.6029411764705883,0.5333333333333333,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_CycleGAN,cn_vs_ad,81,21,4050,1050,0.6190476190476191,0.6029411764705882,0.5333333333333333,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_GT,cn_vs_ad,81,21,4050,1050,0.6190476190476191,0.5882352941176471,0.5333333333333333,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_Ours,cn_vs_mci,109,28,5450,1400,0.6785714285714286,0.7058823529411764,0.6748387096774193,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,UNet,cn_vs_mci,109,28,5450,1400,0.6785714285714286,0.5775401069518716,0.6199095022624435,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_Stage1,cn_vs_mci,109,28,5450,1400,0.6428571428571429,0.7165775401069518,0.641025641025641,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_GT,cn_vs_mci,109,28,5450,1400,0.6071428571428571,0.7433155080213903,0.5942028985507246,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_UNet,cn_vs_mci,109,28,5450,1400,0.5714285714285714,0.5561497326203209,0.5508021390374331,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,FidelityFlow,cn_vs_mci,109,28,5450,1400,0.5714285714285714,0.5026737967914439,0.5692307692307692,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_CycleGAN,cn_vs_mci,109,28,5450,1400,0.5714285714285714,0.4919786096256684,0.5625,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,CycleGAN,cn_vs_mci,109,28,5450,1400,0.5714285714285714,0.4866310160427807,0.5333333333333333,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_Pix2Pix,cn_vs_mci,109,28,5450,1400,0.5357142857142857,0.572192513368984,0.5303225806451612,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_ONLY,cn_vs_mci,109,28,5450,1400,0.4642857142857143,0.5989304812834224,0.46360153256704983,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,FA_GT,cn_vs_mci,109,28,5450,1400,0.4642857142857143,0.5133689839572193,0.44664031620553357,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,Stage1,cn_vs_mci,109,28,5450,1400,0.4642857142857143,0.45454545454545453,0.45806451612903226,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,Pix2Pix,cn_vs_mci,109,28,5450,1400,0.42857142857142855,0.46524064171123,0.42857142857142855,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,UNet,cn_vs_mci,130,28,6500,1600,0.75,0.6898395721925134,0.7333333333333334,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_GT,cn_vs_mci,130,28,6500,1600,0.6785714285714286,0.6470588235294117,0.6679841897233202,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,CycleGAN,cn_vs_mci,130,28,6500,1600,0.6785714285714286,0.588235294117647,0.6415362731152205,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Pix2Pix,cn_vs_mci,130,28,6500,1600,0.6428571428571429,0.6310160427807486,0.6354166666666667,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,Stage1,cn_vs_mci,130,28,6500,1600,0.6071428571428571,0.7058823529411764,0.5942028985507246,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,Pix2Pix,cn_vs_mci,130,28,6500,1600,0.6071428571428571,0.6684491978609626,0.5809523809523809,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_UNet,cn_vs_mci,130,28,6500,1600,0.6071428571428571,0.6631016042780749,0.5942028985507246,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,FidelityFlow,cn_vs_mci,130,28,6500,1600,0.6071428571428571,0.5989304812834224,0.561877667140825,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Ours,cn_vs_mci,130,28,6500,1600,0.5714285714285714,0.5935828877005348,0.5692307692307692,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,FA_GT,cn_vs_mci,130,28,6500,1600,0.5714285714285714,0.5614973262032086,0.5508021390374331,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Stage1,cn_vs_mci,130,28,6500,1600,0.5714285714285714,0.49732620320855614,0.5692307692307692,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_CycleGAN,cn_vs_mci,130,28,6500,1600,0.5357142857142857,0.6203208556149733,0.5351213282247764,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_ONLY,cn_vs_mci,130,28,6500,1600,0.5,0.572192513368984,0.48958333333333337,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,Pix2Pix,cn_vs_mci,109,28,5450,1400,0.6071428571428571,0.6363636363636365,0.561877667140825,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,UNet,cn_vs_mci,109,28,5450,1400,0.6071428571428571,0.46524064171123,0.561877667140825,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_ONLY,cn_vs_mci,109,28,5450,1400,0.6071428571428571,0.4652406417112299,0.5942028985507246,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_UNet,cn_vs_mci,109,28,5450,1400,0.5714285714285714,0.47593582887700536,0.5625,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Pix2Pix,cn_vs_mci,109,28,5450,1400,0.5357142857142857,0.45989304812834225,0.5303225806451612,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,Stage1,cn_vs_mci,109,28,5450,1400,0.5357142857142857,0.36898395721925137,0.4509803921568627,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,FidelityFlow,cn_vs_mci,109,28,5450,1400,0.5357142857142857,0.3689839572192513,0.408130081300813,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,FA_GT,cn_vs_mci,109,28,5450,1400,0.5,0.49732620320855614,0.4555555555555556,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_CycleGAN,cn_vs_mci,109,28,5450,1400,0.5,0.4652406417112299,0.49743589743589745,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Ours,cn_vs_mci,109,28,5450,1400,0.5,0.43315508021390375,0.47593582887700536,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Stage1,cn_vs_mci,109,28,5450,1400,0.5,0.43315508021390375,0.47593582887700536,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_GT,cn_vs_mci,109,28,5450,1400,0.4642857142857143,0.4598930481283422,0.44664031620553357,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,CycleGAN,cn_vs_mci,109,28,5450,1400,0.4642857142857143,0.42780748663101603,0.44664031620553357,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_ONLY,mci_vs_ad,70,15,3500,750,0.8666666666666667,0.75,0.8295454545454546,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_GT,mci_vs_ad,70,15,3500,750,0.8,0.47727272727272724,0.7204968944099379,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_UNet,mci_vs_ad,70,15,3500,750,0.7333333333333333,0.8181818181818181,0.7,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,FA_GT,mci_vs_ad,70,15,3500,750,0.7333333333333333,0.7045454545454546,0.5833333333333334,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,Pix2Pix,mci_vs_ad,70,15,3500,750,0.6666666666666666,0.8181818181818182,0.6031746031746031,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,FidelityFlow,mci_vs_ad,70,15,3500,750,0.6666666666666666,0.5909090909090908,0.5341614906832298,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_Ours,mci_vs_ad,70,15,3500,750,0.6666666666666666,0.5,0.6031746031746031,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_Pix2Pix,mci_vs_ad,70,15,3500,750,0.6,0.7727272727272727,0.5833333333333333,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_CycleGAN,mci_vs_ad,70,15,3500,750,0.6,0.75,0.5833333333333333,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,UNet,mci_vs_ad,70,15,3500,750,0.6,0.7045454545454546,0.55,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,CycleGAN,mci_vs_ad,70,15,3500,750,0.6,0.5909090909090908,0.48863636363636365,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,Stage1,mci_vs_ad,70,15,3500,750,0.4666666666666667,0.5454545454545454,0.4,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,attention_mil,T1_PLUS_Stage1,mci_vs_ad,70,15,3500,750,0.4666666666666667,0.5227272727272727,0.4444444444444444,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Pix2Pix,mci_vs_ad,130,15,6500,1600,0.9333333333333333,0.8409090909090909,0.9068322981366459,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_ONLY,mci_vs_ad,130,15,6500,1600,0.9333333333333333,0.7727272727272727,0.9068322981366459,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_UNet,mci_vs_ad,130,15,6500,1600,0.9333333333333333,0.7727272727272727,0.9068322981366459,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_CycleGAN,mci_vs_ad,130,15,6500,1600,0.8666666666666667,0.7727272727272726,0.8295454545454546,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_GT,mci_vs_ad,130,15,6500,1600,0.8666666666666667,0.7045454545454546,0.7916666666666666,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Ours,mci_vs_ad,130,15,6500,1600,0.8666666666666667,0.6363636363636364,0.7916666666666666,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,T1_PLUS_Stage1,mci_vs_ad,130,15,6500,1600,0.8666666666666667,0.6363636363636364,0.7916666666666666,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,FidelityFlow,mci_vs_ad,130,15,6500,1600,0.7333333333333333,0.7272727272727273,0.6590909090909092,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,Pix2Pix,mci_vs_ad,130,15,6500,1600,0.7333333333333333,0.7045454545454546,0.6590909090909092,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,Stage1,mci_vs_ad,130,15,6500,1600,0.7333333333333333,0.6590909090909091,0.6590909090909092,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,FA_GT,mci_vs_ad,130,15,6500,1600,0.7333333333333333,0.5681818181818181,0.5833333333333334,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,CycleGAN,mci_vs_ad,130,15,6500,1600,0.6666666666666666,0.6136363636363636,0.6031746031746031,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,multi_task_mil,UNet,mci_vs_ad,130,15,6500,1600,0.6,0.6590909090909091,0.48863636363636365,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_CycleGAN,mci_vs_ad,70,15,3500,750,0.8,0.5909090909090908,0.7204968944099379,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Pix2Pix,mci_vs_ad,70,15,3500,750,0.8,0.5909090909090908,0.7204968944099379,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_UNet,mci_vs_ad,70,15,3500,750,0.8,0.5909090909090908,0.7204968944099379,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_ONLY,mci_vs_ad,70,15,3500,750,0.8,0.5681818181818181,0.7204968944099379,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,T1_PLUS_Ours,mci_vs_ad,70,15,3500,750,0.8,0.5681818181818181,0.7204968944099379,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
Private,existing_train_test_MIL,slice_svm_vote,UNet,mci_vs_ad,70,15,3500,750,0.7333333333333333,0.6818181818181818,0.7,,outputs\icdm2026\downstream_private_slice_mil_finalpdf_train_test_seed2026\classification_subject_summary.csv,Existing private train/test MIL result; no new training performed.
