best,epoch,hf_corr,mae,method,overbright,psnr,roi_ccc_proxy,score,sharp_ratio,ssim,tenengrad_ratio,train_loss,wm_mae
1.0,1.0,0.12712846546008905,0.07646662012120942,M0,0.01339943576101632,21.885280944657566,0.8819040510885826,27.345457236467908,0.70831298828125,0.7618308541132137,0.7759786056703888,0.17129975261559593,0.22282662932411768
1.0,2.0,0.25440527842147276,0.06919223686418263,M0,0.015135466809397258,22.824441645030085,0.8976641673385719,29.150574417767253,0.84869384765625,0.8028172879712656,0.6652465034858324,0.12187794339479296,0.20516138945822604
1.0,3.0,0.24708153590472648,0.06729366086437949,M0,0.01464530854923396,22.990624452653552,0.9022491879692205,29.547435853966217,0.9081344604492188,0.8112411423353478,0.6724647270748392,0.1150847005956166,0.20063714717980474
1.0,4.0,0.21791055682660954,0.06606047329114517,M0,0.012887492697473135,23.1281954578728,0.9077740198443627,29.736583918385975,0.9198989868164062,0.8096911244792864,0.6699626483605243,0.11251627319506952,0.1962425083911512
1.0,5.0,0.23127625282268127,0.06561866838455899,M0,0.013023762333205013,23.179453949049588,0.9121601839554165,29.820406310204813,0.9150009155273438,0.8109170788666233,0.6770404909620993,0.11114914229619899,0.19443623095867224
1.0,6.0,0.2397351942199748,0.0652071897056885,M0,0.014829185843609594,23.252187194388984,0.9177880345705147,29.911061212538172,0.9128189086914062,0.8121621422469616,0.6805033878190443,0.11013095228554448,0.19289166291127913
1.0,7.0,0.24937253802204395,0.06462787109921919,M0,0.01245975340179939,23.286860576820356,0.9151537707720119,29.98825145978469,0.9137496948242188,0.8121978547424078,0.6574545832700096,0.10934240927235805,0.19111242282087915
1.0,8.0,0.25517961754030694,0.06447497800036217,M0,0.014770903271710267,23.338426396709544,0.9205685137136828,30.052323008872378,0.9170761108398438,0.8135020600166172,0.6876104211551137,0.10876926052878844,0.1907304722990375
