method,task,classifier,feature,coefficient,abs_coefficient
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_count_slice_std,0.7665078043013231,0.7665078043013231
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_brain_median_slice_std,-0.7404569572123374,0.7404569572123374
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_std_slice_std,-0.7235762883042487,0.7235762883042487
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_p90_slice_std,-0.7064409375610551,0.7064409375610551
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_mean_slice_std,0.6749637593432929,0.6749637593432929
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_wm_median_slice_std,-0.652663784833623,0.652663784833623
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_p10_slice_mean,0.6330738902734029,0.6330738902734029
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_grad_mean_slice_std,-0.617637506612954,0.617637506612954
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_wm_median_slice_std,0.6170092607842534,0.6170092607842534
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_median_slice_std,0.5967230736354244,0.5967230736354244
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c2_wm_count_slice_mean,0.5874185094237254,0.5874185094237254
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_wm_std_slice_mean,-0.5484708738102584,0.5484708738102584
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_wm_count_slice_mean,0.540964044147749,0.540964044147749
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_median_slice_std,-0.5169375258227289,0.5169375258227289
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_wm_count_slice_mean,-0.5146185178706064,0.5146185178706064
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_grad_mean_slice_mean,-0.5063541803451646,0.5063541803451646
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_p10_slice_std,-0.4778362864348359,0.4778362864348359
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_std_slice_mean,-0.46600864479575155,0.46600864479575155
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_wm_count_slice_std,0.465505037587107,0.465505037587107
A080+DS Full,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_grad_mean_slice_std,0.458086570308959,0.458086570308959
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_wm_grad_mean_slice_std,-1.1471565966070703,1.1471565966070703
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_wm_local_var_slice_std,1.0668593497129413,1.0668593497129413
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c1_wm_mean_slice_std,-1.0246691166348993,1.0246691166348993
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_brain_p90_slice_std,-1.0153466923048682,1.0153466923048682
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c0_brain_p90_slice_std,-0.9135141835935853,0.9135141835935853
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_brain_local_var_slice_std,-0.8444605335564057,0.8444605335564057
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_brain_count_slice_std,-0.8329711449462243,0.8329711449462243
FA_GT,cn_vs_mci_spectrum,logistic,roi_r0_c0_brain_p10_slice_mean,-0.8323702627604377,0.8323702627604377
FA_GT,cn_vs_mci_spectrum,logistic,roi_r0_c1_brain_local_var_slice_mean,0.7997659964493044,0.7997659964493044
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_wm_median_slice_mean,0.7789024503565872,0.7789024503565872
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_wm_count_slice_mean,-0.7442422273560662,0.7442422273560662
FA_GT,cn_vs_mci_spectrum,logistic,roi_r0_c1_brain_count_slice_std,0.7113311006337479,0.7113311006337479
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c1_brain_p90_slice_std,0.6919482895043899,0.6919482895043899
FA_GT,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_mean_slice_std,0.6618870825435428,0.6618870825435428
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c1_brain_mean_slice_std,0.6616812657631522,0.6616812657631522
FA_GT,cn_vs_mci_spectrum,logistic,roi_r0_c1_wm_grad_mean_slice_std,-0.6616447205816164,0.6616447205816164
FA_GT,cn_vs_mci_spectrum,logistic,roi_r0_c2_brain_p90_slice_std,-0.6499539988281359,0.6499539988281359
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c1_wm_p10_slice_std,-0.6495049420423277,0.6495049420423277
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c1_brain_local_var_slice_mean,0.6449284222787629,0.6449284222787629
FA_GT,cn_vs_mci_spectrum,logistic,roi_r1_c2_brain_std_slice_std,0.6277563861351385,0.6277563861351385
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_local_var_slice_std,1.6324116619043592,1.6324116619043592
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_mean_slice_std,-1.3968815761699651,1.3968815761699651
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_grad_mean_slice_std,-1.3609896083013218,1.3609896083013218
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_local_var_slice_std,-1.2653529833402832,1.2653529833402832
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_p90_slice_std,-1.2432930973497702,1.2432930973497702
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_median_slice_mean,1.1573226082909345,1.1573226082909345
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_count_slice_std,-1.1105077929356426,1.1105077929356426
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_brain_median_slice_mean,1.0553346706865203,1.0553346706865203
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_p10_slice_std,-1.0272987496554689,1.0272987496554689
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_brain_local_var_slice_mean,1.0262972069466365,1.0262972069466365
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_brain_p10_slice_mean,-1.0255638278511208,1.0255638278511208
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_std_slice_mean,-0.9579548529769675,0.9579548529769675
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_count_slice_mean,-0.9573180118240464,0.9573180118240464
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_p10_slice_mean,0.9511427201592875,0.9511427201592875
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_median_slice_std,0.9378358000074487,0.9378358000074487
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_median_slice_std,0.8987797484068174,0.8987797484068174
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_brain_local_var_slice_std,-0.8785486830799023,0.8785486830799023
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_median_slice_std,0.8601059511273796,0.8601059511273796
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_brain_p90_slice_std,0.8230890640737483,0.8230890640737483
FA_GT,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_brain_p90_slice_std,0.8019389292089738,0.8019389292089738
FA_GT,cn_vs_ad,logistic,roi_r1_c0_brain_grad_mean_slice_std,1.071654876405241,1.071654876405241
FA_GT,cn_vs_ad,logistic,roi_r1_c2_wm_p90_slice_std,0.9803270929795274,0.9803270929795274
FA_GT,cn_vs_ad,logistic,roi_r1_c0_brain_p10_slice_std,0.9770854420038908,0.9770854420038908
FA_GT,cn_vs_ad,logistic,roi_r1_c2_brain_p10_slice_std,0.9482153743224426,0.9482153743224426
FA_GT,cn_vs_ad,logistic,roi_r1_c1_wm_std_slice_std,0.902519326694833,0.902519326694833
FA_GT,cn_vs_ad,logistic,roi_r1_c0_wm_local_var_slice_std,-0.8312510915253699,0.8312510915253699
FA_GT,cn_vs_ad,logistic,roi_r1_c1_brain_grad_mean_slice_std,0.826877980810384,0.826877980810384
FA_GT,cn_vs_ad,logistic,roi_r0_c2_wm_count_slice_std,0.8206459199066501,0.8206459199066501
FA_GT,cn_vs_ad,logistic,roi_r1_c2_brain_local_var_slice_std,0.800331768059488,0.800331768059488
FA_GT,cn_vs_ad,logistic,roi_r1_c2_wm_median_slice_std,-0.7886510732631096,0.7886510732631096
FA_GT,cn_vs_ad,logistic,roi_r0_c0_brain_p10_slice_std,0.6747133860766354,0.6747133860766354
FA_GT,cn_vs_ad,logistic,roi_r0_c2_wm_std_slice_mean,-0.6667712261287511,0.6667712261287511
FA_GT,cn_vs_ad,logistic,roi_r1_c1_wm_mean_slice_std,-0.6656680548772489,0.6656680548772489
FA_GT,cn_vs_ad,logistic,roi_r1_c1_brain_p90_slice_std,0.6501719989556349,0.6501719989556349
FA_GT,cn_vs_ad,logistic,roi_r1_c1_wm_local_var_slice_std,-0.6203181316663184,0.6203181316663184
FA_GT,cn_vs_ad,logistic,roi_r1_c2_wm_std_slice_mean,0.6028243261766705,0.6028243261766705
FA_GT,cn_vs_ad,logistic,roi_r0_c1_brain_p10_slice_mean,0.5998591441983409,0.5998591441983409
FA_GT,cn_vs_ad,logistic,roi_r0_c2_brain_p10_slice_mean,-0.5962743210955883,0.5962743210955883
FA_GT,cn_vs_ad,logistic,roi_r0_c2_wm_count_slice_mean,0.5866126259999656,0.5866126259999656
FA_GT,cn_vs_ad,logistic,roi_r0_c1_brain_mean_slice_std,0.5619494405255877,0.5619494405255877
FA_GT,cn_vs_ad,linear_svm,roi_r1_c0_brain_grad_mean_slice_std,0.6828271613936022,0.6828271613936022
FA_GT,cn_vs_ad,linear_svm,roi_r1_c2_wm_p90_slice_std,0.6426581000181046,0.6426581000181046
FA_GT,cn_vs_ad,linear_svm,roi_r0_c2_wm_std_slice_mean,-0.5188973801497881,0.5188973801497881
FA_GT,cn_vs_ad,linear_svm,roi_r1_c2_wm_median_slice_std,-0.5126906067725414,0.5126906067725414
FA_GT,cn_vs_ad,linear_svm,roi_r1_c1_brain_grad_mean_slice_std,0.5059513901201234,0.5059513901201234
FA_GT,cn_vs_ad,linear_svm,roi_r1_c1_wm_std_slice_std,0.5035685382987626,0.5035685382987626
FA_GT,cn_vs_ad,linear_svm,roi_r1_c0_wm_local_var_slice_std,-0.48562239685293573,0.48562239685293573
FA_GT,cn_vs_ad,linear_svm,roi_r0_c2_wm_count_slice_std,0.47493578260423264,0.47493578260423264
FA_GT,cn_vs_ad,linear_svm,roi_r1_c0_brain_p10_slice_std,0.4433517162315921,0.4433517162315921
FA_GT,cn_vs_ad,linear_svm,roi_r1_c1_wm_local_var_slice_std,-0.4389792661374579,0.4389792661374579
FA_GT,cn_vs_ad,linear_svm,roi_r1_c2_brain_local_var_slice_std,0.43557109893419715,0.43557109893419715
FA_GT,cn_vs_ad,linear_svm,roi_r0_c1_brain_p10_slice_mean,0.43130945836975765,0.43130945836975765
FA_GT,cn_vs_ad,linear_svm,roi_r1_c2_brain_p10_slice_std,0.4114464906472127,0.4114464906472127
FA_GT,cn_vs_ad,linear_svm,roi_r1_c1_wm_mean_slice_std,-0.40407369234016643,0.40407369234016643
FA_GT,cn_vs_ad,linear_svm,roi_r0_c0_brain_p90_slice_std,-0.3817369637186282,0.3817369637186282
FA_GT,cn_vs_ad,linear_svm,roi_r0_c2_brain_p90_slice_std,-0.3810264530453103,0.3810264530453103
FA_GT,cn_vs_ad,linear_svm,roi_r1_c2_wm_std_slice_mean,0.3673295630552728,0.3673295630552728
FA_GT,cn_vs_ad,linear_svm,roi_r0_c1_brain_count_slice_std,-0.34782294790297774,0.34782294790297774
FA_GT,cn_vs_ad,linear_svm,roi_r0_c0_brain_local_var_slice_mean,-0.3319030271697405,0.3319030271697405
FA_GT,cn_vs_ad,linear_svm,roi_r0_c1_brain_mean_slice_std,0.3232865385829036,0.3232865385829036
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_grad_mean_slice_std,1.200704373097328,1.200704373097328
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_median_slice_std,-1.007756812555341,1.007756812555341
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c2_brain_local_var_slice_std,0.991794642434235,0.991794642434235
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c2_wm_local_var_slice_std,0.973195653488071,0.973195653488071
FA_GT,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_median_slice_std,0.957103230175491,0.957103230175491
FA_GT,mci_spectrum_vs_ad,logistic,roi_r0_c0_brain_local_var_slice_std,-0.9091574145858166,0.9091574145858166
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_grad_mean_slice_std,0.830752687906422,0.830752687906422
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c2_wm_median_slice_std,-0.7451475165918139,0.7451475165918139
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c2_wm_grad_mean_slice_std,-0.7436661579531386,0.7436661579531386
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_std_slice_std,0.7384737046741019,0.7384737046741019
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c2_brain_median_slice_std,-0.7342916622175041,0.7342916622175041
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c2_brain_p10_slice_std,0.7019267647471744,0.7019267647471744
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c1_wm_count_slice_mean,-0.7006537196497151,0.7006537196497151
FA_GT,mci_spectrum_vs_ad,logistic,roi_r0_c1_brain_mean_slice_std,0.6934510198771835,0.6934510198771835
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c2_wm_std_slice_mean,0.6909954577920435,0.6909954577920435
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c1_brain_median_slice_std,-0.6770303641913824,0.6770303641913824
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_p10_slice_mean,0.6720927862344014,0.6720927862344014
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c0_wm_local_var_slice_std,-0.646557871735324,0.646557871735324
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_p10_slice_std,0.6328340139123309,0.6328340139123309
FA_GT,mci_spectrum_vs_ad,logistic,roi_r1_c0_brain_p90_slice_std,0.6256937819589925,0.6256937819589925
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_grad_mean_slice_std,0.91003422316912,0.91003422316912
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_brain_local_var_slice_std,-0.7919666170158999,0.7919666170158999
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r0_c1_brain_median_slice_std,0.7564368078793143,0.7564368078793143
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_wm_local_var_slice_std,0.7407845480171398,0.7407845480171398
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_median_slice_std,-0.7073124726207467,0.7073124726207467
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_median_slice_std,-0.7017128951198067,0.7017128951198067
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_grad_mean_slice_std,0.6536087517002751,0.6536087517002751
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_wm_std_slice_mean,0.6478920261126937,0.6478920261126937
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_local_var_slice_std,0.6383456880935673,0.6383456880935673
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_wm_local_var_slice_std,-0.625890537742955,0.625890537742955
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_p90_slice_std,0.6012673339296193,0.6012673339296193
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_std_slice_std,0.5743812875860386,0.5743812875860386
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_wm_grad_mean_slice_std,-0.5686527905406809,0.5686527905406809
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_p10_slice_std,0.5618609561880259,0.5618609561880259
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_p10_slice_mean,0.5452248756276985,0.5452248756276985
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r0_c0_wm_grad_mean_slice_std,0.5273657201897592,0.5273657201897592
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_brain_count_slice_std,0.49779768500978416,0.49779768500978416
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c1_brain_p10_slice_mean,0.46726610939074176,0.46726610939074176
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c2_wm_median_slice_std,-0.46721687493995373,0.46721687493995373
FA_GT,mci_spectrum_vs_ad,linear_svm,roi_r1_c0_brain_std_slice_mean,-0.4605088611947599,0.4605088611947599
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c1_brain_grad_mean_slice_std,1.467659779612493,1.467659779612493
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_p90_slice_std,1.2873248404141397,1.2873248404141397
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c2_wm_grad_mean_slice_std,-1.2082241098649253,1.2082241098649253
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c1_wm_median_slice_std,-1.0920059852926376,1.0920059852926376
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c0_wm_local_var_slice_mean,-0.9941868806382901,0.9941868806382901
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c0_brain_p10_slice_mean,-0.9315542209377037,0.9315542209377037
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c0_brain_p90_slice_std,-0.9265812867362047,0.9265812867362047
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c0_wm_local_var_slice_mean,-0.9243501263885343,0.9243501263885343
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c2_wm_count_slice_mean,-0.9022562353163633,0.9022562353163633
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c2_brain_p90_slice_std,-0.8319275777856645,0.8319275777856645
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c1_wm_grad_mean_slice_std,-0.8097108744873528,0.8097108744873528
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c1_wm_mean_slice_std,-0.8037514553632519,0.8037514553632519
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c0_brain_grad_mean_slice_std,0.7807782874842999,0.7807782874842999
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c2_brain_p10_slice_mean,-0.7787350129206261,0.7787350129206261
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c0_wm_std_slice_std,0.7556156205671156,0.7556156205671156
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c0_brain_p10_slice_std,0.7554516920095395,0.7554516920095395
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c0_wm_p90_slice_std,0.7214713070685111,0.7214713070685111
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c2_wm_median_slice_std,0.6773684373110193,0.6773684373110193
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r0_c1_wm_grad_mean_slice_mean,-0.6685196124791147,0.6685196124791147
Old Fidelity Flow,cn_vs_mci_spectrum,logistic,roi_r1_c1_wm_grad_mean_slice_std,-0.6642338150603734,0.6642338150603734
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_wm_p90_slice_std,1.3734138043871877,1.3734138043871877
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_grad_mean_slice_std,-1.343108967143691,1.343108967143691
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c0_wm_local_var_slice_mean,-1.2613790469589508,1.2613790469589508
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_brain_grad_mean_slice_std,1.1562565252399022,1.1562565252399022
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_wm_count_slice_mean,-1.040448347049292,1.040448347049292
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_wm_grad_mean_slice_mean,-1.005236120576107,1.005236120576107
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_brain_p10_slice_mean,-0.9826457601706025,0.9826457601706025
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_brain_p10_slice_mean,-0.9762295566514478,0.9762295566514478
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_median_slice_std,-0.9491326520890356,0.9491326520890356
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c1_brain_median_slice_std,-0.9447645832409735,0.9447645832409735
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_mean_slice_std,-0.898595988892805,0.898595988892805
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_wm_median_slice_std,0.8791881567134994,0.8791881567134994
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_grad_mean_slice_std,-0.8514439468809984,0.8514439468809984
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_brain_local_var_slice_mean,-0.8229776142985525,0.8229776142985525
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c1_wm_p90_slice_std,0.7968301269844754,0.7968301269844754
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c0_brain_p90_slice_std,-0.7925299967213317,0.7925299967213317
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_brain_p10_slice_std,0.78971497447705,0.78971497447705
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r1_c2_brain_median_slice_mean,-0.7844969782437146,0.7844969782437146
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c2_brain_p90_slice_std,-0.7681368984868682,0.7681368984868682
Old Fidelity Flow,cn_vs_mci_spectrum,linear_svm,roi_r0_c0_wm_local_var_slice_mean,-0.7590579663701151,0.7590579663701151
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c0_brain_p10_slice_std,1.1969794815427686,1.1969794815427686
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c0_wm_std_slice_mean,-0.8206450304354247,0.8206450304354247
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c2_wm_count_slice_std,-0.8206286557427351,0.8206286557427351
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c2_brain_median_slice_std,-0.8180582237066796,0.8180582237066796
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c2_wm_count_slice_std,0.8087625284364999,0.8087625284364999
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c0_wm_p90_slice_std,0.786054053469365,0.786054053469365
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c1_brain_std_slice_std,-0.754525066772949,0.754525066772949
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c1_brain_grad_mean_slice_std,-0.7383617567162073,0.7383617567162073
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c2_wm_count_slice_mean,-0.6998851743591497,0.6998851743591497
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c1_brain_median_slice_std,-0.6922029816869855,0.6922029816869855
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c2_brain_grad_mean_slice_std,0.6631420429111593,0.6631420429111593
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c0_wm_p90_slice_std,0.6397398522056891,0.6397398522056891
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c2_brain_grad_mean_slice_std,0.5822327985787467,0.5822327985787467
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c2_brain_mean_slice_std,-0.5767954959375206,0.5767954959375206
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c0_brain_grad_mean_slice_std,0.5742421102538372,0.5742421102538372
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c0_wm_median_slice_std,0.5643105552142559,0.5643105552142559
Old Fidelity Flow,cn_vs_ad,logistic,roi_r1_c0_brain_p90_slice_std,-0.5631026153516533,0.5631026153516533
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c1_brain_mean_slice_std,0.5614367927124125,0.5614367927124125
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c1_wm_count_slice_mean,0.5611281961513661,0.5611281961513661
Old Fidelity Flow,cn_vs_ad,logistic,roi_r0_c2_wm_p90_slice_std,-0.5479591588354096,0.5479591588354096
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c0_brain_p10_slice_std,0.5541984410265176,0.5541984410265176
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c1_brain_median_slice_std,-0.40726313332759384,0.40726313332759384
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c2_wm_count_slice_std,-0.39791173112575745,0.39791173112575745
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c0_wm_std_slice_mean,-0.39341082385137,0.39341082385137
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c1_brain_grad_mean_slice_std,-0.3903289426702598,0.3903289426702598
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c2_brain_median_slice_std,-0.38719590562816003,0.38719590562816003
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c2_wm_count_slice_mean,-0.3666298219320142,0.3666298219320142
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c2_brain_grad_mean_slice_std,0.35378462240264125,0.35378462240264125
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c1_brain_std_slice_std,-0.3406953022576626,0.3406953022576626
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c0_brain_grad_mean_slice_std,0.3325793064215535,0.3325793064215535
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c0_wm_p90_slice_std,0.3306661051055383,0.3306661051055383
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c2_brain_grad_mean_slice_std,0.3245576847117211,0.3245576847117211
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c1_wm_count_slice_mean,0.32025532033539816,0.32025532033539816
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c1_brain_grad_mean_slice_std,0.3199882006087814,0.3199882006087814
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c0_wm_grad_mean_slice_std,-0.31885079181046644,0.31885079181046644
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c1_brain_mean_slice_std,0.3097351016938702,0.3097351016938702
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r1_c0_brain_p90_slice_std,-0.3026465761738122,0.3026465761738122
Old Fidelity Flow,cn_vs_ad,linear_svm,roi_r0_c2_brain_p10_slice_std,0.27947994903162204,0.27947994903162204
